id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_country_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,field:eating,field:preying on,field:hunting,field:hunting/feeding,field:interaction->preyed on,field:prey taxon,field:prey id,field:feeding on,field:depredando
337690,2009-04-21,2009-04-21,,Pacific Time (US & Canada),18222,sullivanribbit,John Sullivan,2013-07-19 00:36:16 UTC,2022-06-07 20:52:38 UTC,research,CC-BY,http://www.inaturalist.org/observations/337690,https://inaturalist-open-data.s3.amazonaws.com/photos/420612/medium.jpg,,"",Eating a roadkill Coleonyx variegatus variegatus.,3,0,false,,"Borrego Springs, San Diego County, California",33.256446,-116.388402,774,,,,774,,open,false,,,United States,Desert Glossy Snake,Arizona elegans eburnata,Desert Glossy Snake,Reptilia,28251,Coleonyx variegatus variegatus,,,,,,,,
342561,2013-07-22 at 09:00,2013-07-22,2013-07-22 14:00:00 UTC,Central Time (US & Canada),19488,joannuttveale3,Joan Nutt Veale,2013-07-23 15:56:14 UTC,2022-02-10 05:58:32 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/342561,https://inaturalist-open-data.s3.amazonaws.com/photos/426379/medium.JPG,,"",a blotched water snake eating a woodhouse’s toad,2,0,false,,,,,,,,,28930,private,,true,,,,Culebra de agua vientre claro,Nerodia erythrogaster,Plain-bellied Watersnake,Reptilia,29328,Anaxyrus woodhousii,,,,,,,,
352383,2009-11-13,2009-11-13,,Monterrey,5772,juancruzado,Juan Cruzado Cortés,2013-07-31 03:11:57 UTC,2022-04-15 08:26:03 UTC,research,CC-BY-NC-SA,http://conabio.inaturalist.org/observations/352383,https://inaturalist-open-data.s3.amazonaws.com/photos/439352/medium.jpg,,"",Hernández-Ríos A. y J. Cruzado-Cortés. 2011. Leptophis diplotropis. Diet. Herpetological Review 42(2):292-293.,2,0,false,,"Aserradero, Isla Maria Madre; Nayarit",21.680014,-106.60517,123,,,,123,,open,false,,,Mexico,Leptophis diplotropis forreri,Leptophis diplotropis forreri,Tres Marías Parrot Snake,Reptilia,29712,Phyllodactylus cleofasensis,,,,,,,,
364267,2013-08-10,2013-08-10,,Dhaka,14308,yoen,,2013-08-13 07:54:13 UTC,2022-02-07 16:08:34 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/364267,https://inaturalist-open-data.s3.amazonaws.com/photos/454789/medium.jpg,,"","snake swallowing a frog
",2,0,false,,"Haa, Bhutan",27.265167,89.1706,45403,,,,45403,,,false,,,Bhutan,St. John's Keelback,Fowlea sanctijohannis,St. John's Keelback,Reptilia,966801,Anura,,,,,,,,
381436,2013-07-23,2013-07-23,,Novosibirsk,10832,alexander_fomichev,Alexander A. Fomichev,2013-08-29 08:05:08 UTC,2022-01-11 03:28:33 UTC,research,CC-BY,http://www.inaturalist.org/observations/381436,https://inaturalist-open-data.s3.amazonaws.com/photos/477026/medium.JPG,,"","",5,0,false,,"Ukraine, Kherson Region, vicinities of Nova Kakhovka Town.",46.769331,33.380115,,,,,,,open,false,,,Ukraine,Tessellated Water Snake,Natrix tessellata,Tessellated Water Snake,Reptilia,64346,Cottus,,,,,,,,
390513,2008-10-26,2008-10-26,,UTC,21626,francisco3_,Francisco Farriols Sarabia,2013-09-07 18:20:27 UTC,2023-04-28 03:39:59 UTC,research,CC-BY,http://conabio.inaturalist.org/observations/390513,https://inaturalist-open-data.s3.amazonaws.com/photos/488430/medium.jpg,,"","La culebra Bejuquillo se alimenta de Anolis
",3,1,false,,Rancho Los Venados Mazatlán ,23.299654,-106.443357,107774,,,,107774,,,false,,,Mexico,Oxybelis microphthalmus,Oxybelis microphthalmus,,Reptilia,1286330,,Anolis nebulosus,,,,,,,Anolis nebulosus
393440,2013-09-08 03:00 pm,2013-09-08,2013-09-08 20:00:00 UTC,Central Time (US & Canada),11062,lauriefoss,Laurie Foss,2013-09-10 13:12:40 UTC,2022-02-03 18:03:59 UTC,research,,http://www.inaturalist.org/observations/393440,http://static.inaturalist.org/photos/492405/medium.JPG,,animal,We watched it as it constricted and killed a Hispid Cotton Rat in our back yard. The snake was at least 5 feet long.,4,0,false,,"Stormy Ridge Rd., Austin, TX",30.17185,-97.866571,403,,,,403,,open,false,,,United States,Texas Rat Snake (Pantherophis obsoletus),Pantherophis obsoletus,Western Ratsnake,Reptilia,73888,,Sigmodon hispidus,,,,,,,
395358,2000-04-07,2000-04-07,,Hawaii,21626,francisco3_,Francisco Farriols Sarabia,2013-09-12 19:04:33 UTC,2023-04-28 03:40:57 UTC,research,CC-BY,http://conabio.inaturalist.org/observations/395358,https://inaturalist-open-data.s3.amazonaws.com/photos/494810/medium.jpg,,"","Drymarchon vs Crotalus

",5,1,false,,Rancho los venados Mazatlán México ,23.299457,-106.443872,107774,,,,107774,,open,false,,,Mexico,Culebra arroyera de cola negra,Drymarchon melanurus,Central American Indigo Snake,Reptilia,73766,,Crotalus basiliscus,,,,,,,Crotalus basiliscus
398356,2010-05-30,2010-05-30,,Seoul,280,pintail,"Kim, Hyun-tae",2013-09-15 10:56:01 UTC,2022-02-03 12:23:20 UTC,research,CC-BY,http://www.inaturalist.org/observations/398356,http://static.inaturalist.org/photos/498511/medium.jpg,,"","Taean.
With Asiatic Toad.",1,0,false,,"Taean, KR-GN, KR",36.768042,126.272135,425,,,,425,,open,false,,,South Korea,Tiger Keelback,Rhabdophis tigrinus,Tiger Keelback,Reptilia,28829,,,,,,,,,
398361,2010-05-30,2010-05-30,,Seoul,280,pintail,"Kim, Hyun-tae",2013-09-15 11:03:36 UTC,2023-04-28 03:42:59 UTC,research,CC-BY,http://www.inaturalist.org/observations/398361,http://static.inaturalist.org/photos/498522/medium.jpg,,"",Taean,1,0,false,,"Taean, KR-GN, KR",36.766392,126.270761,425,,,,425,,open,false,,,South Korea,Tiger Keelback,Rhabdophis tigrinus,Tiger Keelback,Reptilia,28829,,Vertebrata,,,,,,,
398379,2009-06-19,2009-06-19,,Seoul,280,pintail,"Kim, Hyun-tae",2013-09-15 11:56:19 UTC,2022-01-05 16:26:54 UTC,research,CC-BY,http://www.inaturalist.org/observations/398379,http://static.inaturalist.org/photos/498546/medium.jpg,,"","Gaeshimsa stream, Gaya mountain, Seosan.

He catched large Rana dybowskii.",2,0,false,,"Seosan, KR-GN, KR",36.737784,126.583378,106,,,,106,,,false,,,South Korea,Ussuri Mamushi,Gloydius ussuriensis,Ussuri Mamushi,Reptilia,31056,Rana dybowskii,,,,,,,,
398380,2009-07-11,2009-07-11,,Seoul,280,pintail,"Kim, Hyun-tae",2013-09-15 11:58:25 UTC,2023-01-24 07:12:55 UTC,research,CC-BY,http://www.inaturalist.org/observations/398380,http://static.inaturalist.org/photos/498547/medium.jpg,,"","Gaya mountain, Seosan.
He catched Black-spotted Pond Frog.",1,0,false,,"Seosan, KR-GN, KR",36.744937,126.586447,425,,,,425,,open,false,,,South Korea,Узорчатый Полоз,Elaphe dione,Steppe Ratsnake,Reptilia,30282,Pelophylax nigromaculatus,,,,,,,,
398381,2009-07-19,2009-07-19,,Seoul,280,pintail,"Kim, Hyun-tae",2013-09-15 12:00:27 UTC,2023-04-28 03:43:56 UTC,research,CC-BY,http://www.inaturalist.org/observations/398381,http://static.inaturalist.org/photos/498549/medium.jpg,,"","",1,0,false,,"Dong, Daejeon, KR",36.200789,127.443337,213,,,,213,,open,false,,,South Korea,Lycodon rufozonatus,Lycodon rufozonatus,Red-banded Snake,Reptilia,539936,,Rodentia,,,,,,,
398382,2009-07-19,2009-07-19,,Seoul,280,pintail,"Kim, Hyun-tae",2013-09-15 12:03:36 UTC,2023-04-28 03:45:40 UTC,research,CC-BY,http://www.inaturalist.org/observations/398382,http://static.inaturalist.org/photos/498553/medium.jpg,,"",Chungyang.,0,0,false,,"Cheongyang, KR-GN, KR",36.374511,126.89548,213,,,,213,,,false,,,South Korea,Korean Ratsnake,Elaphe anomala,Korean Ratsnake,Reptilia,30253,,Rodentia,,,,,,,
399446,10/06/2009,2009-10-06,,Tokyo,22175,vung,,2013-09-16 05:04:07 UTC,2022-03-15 08:01:55 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/399446,https://inaturalist-open-data.s3.amazonaws.com/photos/499938/medium.jpg,,"","",6,0,false,,"Tân Phú, VN-DN, VN",11.419782,107.427149,130,,,,130,,open,false,,,Vietnam,Malayan Krait,Bungarus candidus,Malayan Krait,Reptilia,96225,Oligodon,,,,,,,,
410003,2012-09-10,2012-09-10,,Pacific Time (US & Canada),16675,glhans,,2013-09-27 02:09:02 UTC,2022-02-10 16:21:21 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/410003,https://inaturalist-open-data.s3.amazonaws.com/photos/512880/medium.jpg,,"","Striped racer held and then carried off a good-sized alligator lizard, one I had seen in the yard many times before.",1,0,false,,home near Griffith Park,34.118484,-118.311768,109,,,,109,,open,false,,,United States,California Striped Racer,Masticophis lateralis lateralis,California Striped Racer,Reptilia,734682,Elgaria multicarinata multicarinata,,,,,,,,
414645,1988-07-13,1988-07-13,,Harare,23072,i_c_riddell,"",2013-10-02 08:14:16 UTC,2022-01-04 13:39:04 UTC,research,CC-BY,http://www.inaturalist.org/observations/414645,https://inaturalist-open-data.s3.amazonaws.com/photos/521779/medium.jpg,,"",found lying in open on short grass. Cause of death unknown but during latter part of night.Tail damaged which made subcaudal count inexact but 28 considered very close.,1,0,false,,Mana Pools National Park,-15.836848,29.146428,100,,,,100,,open,false,,,Zimbabwe,Cape Wolf Snake,Lycophidion capense,Cape Wolf Snake,Reptilia,29508,Mochlus sundevallii,,,,,,,,
420386,2013-10-06 15:10:40,2013-10-06,2013-10-06 19:10:40 UTC,Eastern Time (US & Canada),12796,scadwell,Suzanne Cadwell,2013-10-06 22:55:37 UTC,2022-04-24 16:58:54 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/420386,https://inaturalist-open-data.s3.amazonaws.com/photos/529902/medium.jpg,,"","Constricting what appears to be Nerodia erythrogaster.

Mason Farm Biological Preserve, Orange/Durham Counties, NC",4,0,false,,"North Carolina, US",35.9022634597,-79.0863347296,495,,,,28620,,obscured,true,,manual,United States,Lampropeltis getula,Lampropeltis getula,Eastern Kingsnake,Reptilia,29813,,Nerodia erythrogaster,,,,,,,
429636,2013-10-14 22:09:36,2013-10-14,2013-10-15 03:09:36 UTC,Central Time (US & Canada),2281,cullen,Cullen Hanks,2013-10-15 15:07:47 UTC,2022-01-07 08:43:23 UTC,research,CC0,http://www.inaturalist.org/observations/429636,https://inaturalist-open-data.s3.amazonaws.com/photos/541222/medium.jpg,,"",This large blotched water snake was observed hunting along the edge of the creek.  The toad was sitting just inches from the edge of the water.  The creek was swollen from a massive rain just two nights before; this area saw as much as 12 inches.,1,0,false,,"Travis, Texas, United States",30.240049,-97.808281,30,,,,30,,,false,,,United States,Culebra de agua vientre claro,Nerodia erythrogaster,Plain-bellied Watersnake,Reptilia,29328,Incilius nebulifer,,,,,,,,
432995,2013-10-18,2013-10-18,,Central Time (US & Canada),21767,mauglezj,Mau,2013-10-19 01:30:15 UTC,2022-10-04 08:39:27 UTC,research,CC-BY-NC,http://conabio.inaturalist.org/observations/432995,https://inaturalist-open-data.s3.amazonaws.com/photos/545588/medium.jpg,,"",Serpiente depredando rana en un jardín rural,3,1,false,,"Campeche, MX-CM, MX",19.72818,-90.516325,32153,,,,32153,,open,false,,,Mexico,Culebra acuática,Thamnophis proximus,Western Ribbon Snake,Reptilia,60342,Smilisca baudinii,,,,,,,,
437415,2012-05-06,2012-05-06,,Berlin,12220,natalie,Natalie Weber,2013-10-22 22:50:16 UTC,2022-01-04 13:39:24 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/437415,https://inaturalist-open-data.s3.amazonaws.com/photos/550721/medium.jpg,,"",garden gate at the edge of the village,3,0,false,,"Rai Lak Thong, Chonburi Province, Thailand",13.483249,101.18184,100,,,,100,,,false,,,Thailand,Golden Tree Snake,Chrysopelea ornata,Golden Tree Snake,Reptilia,27207,Hemidactylus,,,,Hemidactylus,,,,
446383,2012-09-22,2012-09-22,,Central Time (US & Canada),2286,elinpierce,Elin Pierce,2013-11-02 19:22:48 UTC,2022-02-07 16:12:55 UTC,research,CC-BY-NC-SA,http://www.inaturalist.org/observations/446383,http://static.inaturalist.org/photos/561864/medium.jpeg,,"","Photos are frames from original Video at:
https://vimeo.com/224779124

Saw this ambitious little fellow trying to swallow a small fish (crappie?) much wider than his own mouth. It did not much care to be filmed too closely! These are clips from a movie.

Midland Watersnake (Nerodia sipedon pleuralis)

Size - approx. 12-15""

Habitat:
Shallows of a lake within the woods.

Species-diverse Hardwood Bottomland Forest, 
5mi east of the Mississippi river in southwestern-most Tennessee",5,0,false,,"Shelby forest, sw TN",35.371546,-89.997871,,,,,,,,false,,,United States,Plain-bellied Watersnake,Nerodia erythrogaster,Plain-bellied Watersnake,Reptilia,29328,,Actinopterygii,,,,,,,
450207,2012-06-26 15:30:28,2012-06-26,2012-06-26 10:00:28 UTC,Kolkata,21887,pramitpal56,Pramit Pal,2013-11-07 18:16:55 UTC,2022-07-29 08:20:23 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/450207,https://inaturalist-open-data.s3.amazonaws.com/photos/567796/medium.jpg,,"","",3,0,false,,botanical garden howrah,22.558687,88.291121,689,,,,689,,,false,,,India,Dhaman,Ptyas mucosa,Oriental Rat Snake,Reptilia,28868,Duttaphrynus melanostictus,,,,,,,,
452775,2013-05-15 23:39:56,2013-05-15,2013-05-16 04:39:56 UTC,Central Time (US & Canada),23016,knightericm,Eric Knight,2013-11-10 13:46:00 UTC,2022-03-08 16:26:38 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/452775,http://static.inaturalist.org/photos/571113/medium.JPG,,"","",3,0,false,,Cockscomb Basin Wildlife Sanctuary,16.778444,-88.465691,507,,,,507,,open,false,,,Belize,Speckled Racer,Drymobius margaritiferus,Speckled Racer,Reptilia,26835,Anura,,,,,,,,
479142,2012-09-01,2012-09-01,,Hawaii,21626,francisco3_,Francisco Farriols Sarabia,2013-12-10 04:21:45 UTC,2022-06-28 18:14:11 UTC,research,CC-BY,http://www.inaturalist.org/observations/479142,https://inaturalist-open-data.s3.amazonaws.com/photos/604806/medium.jpg,,"",Comiendo una iguana,4,0,false,,Rancho Los Venados Mazatlán Sinaloa Mexico,23.299615,-106.443357,244,,,,244,,open,false,,,Mexico,Drymarchon melanurus,Drymarchon melanurus,Central American Indigo Snake,Reptilia,73766,,,,,,,,,Sauria
480480,sáb sep 21 2013 20:25:50 GMT-0500 (GMT-5),2013-09-21,2013-09-22 01:25:50 UTC,Bogota,23217,marinarivero,Marina Rivero,2013-12-12 16:05:11 UTC,2022-06-09 15:04:41 UTC,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/480480,https://inaturalist-open-data.s3.amazonaws.com/photos/606513/medium.jpg,,"",Cueva Kantemó,8,0,false,3,"Carretera Tihosuco-Dziuché, José Azueta, QROO, MX",19.930779,-88.800411,358,,,,358,,open,false,,,Mexico,Pseudelaphe,Pseudelaphe,,Reptilia,91412,Chiroptera,,,,,,,,
497118,2013-06-21,2013-06-21,,Hawaii,22666,jenifersegura,Jenifer Segura,2014-01-09 08:17:54 UTC,2022-08-11 00:27:56 UTC,research,,http://www.inaturalist.org/observations/497118,https://inaturalist-open-data.s3.amazonaws.com/photos/629297/medium.jpg,,"","",3,0,false,,reserva de la biosfera Los tuxtlas,18.556716,-95.236139,251,,,,251,,open,false,,,Mexico,Culebra cordelilla chata,Imantodes cenchoa,Common Blunt-headed Tree Snake,Reptilia,29873,Anolis uniformis,,,,,,,,
501104,07/06/2010,2010-07-06,,Harare,28253,graeme,Graeme White,2014-01-14 08:25:27 UTC,2022-07-06 02:30:59 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/501104,https://inaturalist-open-data.s3.amazonaws.com/photos/637610/medium.jpg,,"","",2,0,false,,TCT Dalmann Catapu,-18.045,35.206,,,,,,,open,false,,,Mozambique,Boomslang,Dispholidus typus,Boomslang,Reptilia,30358,Chamaeleo dilepis,,,,Chamaeleo dilepis,,,,
501213,2013-07-31,2013-07-31,,Novosibirsk,10832,alexander_fomichev,Alexander A. Fomichev,2014-01-14 15:39:33 UTC,2022-01-11 03:28:08 UTC,research,CC-BY,http://www.inaturalist.org/observations/501213,https://inaturalist-open-data.s3.amazonaws.com/photos/637727/medium.JPG,,"","",6,0,false,,"Ukraine, Kherson Region, vicinities of Beryslav Town",46.806313,33.380949,,,,,,,open,false,,,Ukraine,Natrix tessellata,Natrix tessellata,Tessellated Water Snake,Reptilia,64346,Cottus,,,,,,,,
503139,2009-11-15,2009-11-15,,Paris,18381,joachim,Joachim Louis,2014-01-17 09:01:56 UTC,2022-03-20 18:38:08 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/503139,https://inaturalist-open-data.s3.amazonaws.com/photos/640325/medium.jpg,,"","",1,0,false,,dombo hippo pool,-19.197143,23.643031,15,,,,15,,,false,,,Botswana,Stripe-bellied Sand Snake,Psammophis subtaeniatus,Stripe-bellied Sand Snake,Reptilia,28963,Anura,,,,,,,,
508243,2013-04-02,2013-04-02,,Rome,28976,archiverde,Archiverde,2014-01-23 14:53:04 UTC,2023-01-09 17:50:44 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/508243,https://inaturalist-open-data.s3.amazonaws.com/photos/654387/medium.jpg,,"","My once-in-a-lifetime shot!
Unforgettable mortal fight against Axis axis.
Some experts believe that it is rather Python molurus? Do you agree?",5,0,false,,"Uttarakhand, IN",29.4212949499,78.7027990951,55497,,,,55497,,obscured,true,,,India,Indian Python,Python molurus,Indian Python,Reptilia,32150,,Axis axis,,,,,,,
508318,2014-01-22,2014-01-22,,Pacific Time (US & Canada),16675,glhans,,2014-01-23 17:12:24 UTC,2022-02-12 07:05:58 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/508318,https://inaturalist-open-data.s3.amazonaws.com/photos/647158/medium.JPG,,"","Alligator lizard (Elgaria multigarinata) fends off striped racer. Outcome unknown, photo by hiker Rainer Standke.

See my other photo with reverse senario from September 10, 2012.",3,0,false,,"Lake Hollywood, Griffith Park",34.122463,-118.331165,439,,,,439,,open,false,,,United States,California Striped Racer,Masticophis lateralis lateralis,California Striped Racer,Reptilia,734682,,Elgaria multicarinata,,,,,,,
509046,1988-01-02 08:30,1988-01-02,1988-01-02 06:30:00 UTC,Harare,23072,i_c_riddell,"",2014-01-24 14:04:12 UTC,2022-02-01 17:54:03 UTC,research,CC-BY,http://www.inaturalist.org/observations/509046,https://inaturalist-open-data.s3.amazonaws.com/photos/649315/medium.jpg,,"","
",5,0,false,,Kariba,-16.533578,28.795252,10,,,,10,,open,false,,,Zimbabwe,Black Mamba,Dendroaspis polylepis,Black Mamba,Reptilia,30405,Ploceus cucullatus,,,,,,,,
509331,dom sep 22 2013 10:51:06 GMT-0500 (GMT-5),2013-09-22,2013-09-22 15:51:06 UTC,Bogota,24861,estebanibarra,León Esteban Ibarra Garibay,2014-01-24 20:39:59 UTC,2022-03-18 18:41:38 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/509331,https://inaturalist-open-data.s3.amazonaws.com/photos/648650/medium.jpg,,"",Creo que es Leptodeira pero no se sí es septemtrionali o frenata no se sí está bien escrito,3,0,false,10,"Campeche, MX",18.138544,-89.269409,10148,,,,10148,,open,false,,,Mexico,Culebra ojo de gato de selva,Leptodeira frenata,Rainforest Cat-eyed Snake,Reptilia,29729,Bufonidae,,,,,,,,
523852,2013-09-21,2013-09-21,,Monterrey,5772,juancruzado,Juan Cruzado Cortés,2014-02-07 21:18:19 UTC,2022-01-14 17:53:08 UTC,research,CC-BY-NC-SA,http://conabio.inaturalist.org/observations/523852,https://inaturalist-open-data.s3.amazonaws.com/photos/667140/medium.JPG,,"","",8,0,false,,"El Barranco, Mina; Nuevo León",26.178425,-100.48542,1908,,,,1908,,open,false,,,Mexico,Crotalus atrox,Crotalus atrox,Western Diamond-backed Rattlesnake,Reptilia,30764,Sylvilagus floridanus,,,,Sylvilagus floridanus,,,,
526854,1979-11-15 15:45,1979-11-15,1979-11-15 13:45:00 UTC,Harare,23072,i_c_riddell,"",2014-02-10 14:05:46 UTC,2022-02-09 15:44:21 UTC,research,CC-BY,http://www.inaturalist.org/observations/526854,https://inaturalist-open-data.s3.amazonaws.com/photos/670436/medium.jpg,,"","near chicken run/kitchen, caught 10 day old bantam chick",1,0,false,,Matusadona National Park,-16.817815,28.44992,8,,,,8,,open,false,,,Zimbabwe,Olive Whip Snake,Psammophis mossambicus,Olive Whip Snake,Reptilia,56629,Gallus gallus domesticus,,,,,,,,
