id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_country_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,field:eating,field:preying on,field:hunting,field:hunting/feeding,field:interaction->preyed on,field:prey taxon,field:prey id,field:feeding on,field:depredando
18289392,Sun Oct 15 2017 18:41:56 GMT-0500 (CDT),2017-10-15,2017-10-15 23:41:56 UTC,Central Time (US & Canada),27095,o3javo,,2018-11-09 19:25:33 UTC,2022-02-02 08:43:39 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/18289392,https://inaturalist-open-data.s3.amazonaws.com/photos/27942045/medium.jpg,,"",Espectacular encuentro entre una Serpiente azul comiendo una Spilotes pullatus en la Reserva de la biosfera el Cielo ,5,0,false,3,"Gómez Farías, MX-TM, MX",23.0658274717,-99.1688313621,23,,,,23,,open,false,,,Mexico,Culebra arroyera de cola negra,Drymarchon melanurus,Central American Indigo Snake,Reptilia,73766,Spilotes pullatus,,,,,,,,
18298951,2018-10-04 10:58:00 AM CDT,2018-10-04,2018-10-04 15:58:00 UTC,Central Time (US & Canada),451802,lappelbaum,Lisa Appelbaum,2018-11-10 03:45:08 UTC,2022-01-07 06:26:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/18298951,https://static.inaturalist.org/photos/27957858/medium.jpeg,,"","snake eating squirrel

squirrel: https://www.inaturalist.org/observations/18298679",4,0,false,,"527 Co Rd 4777, Warren, TX 77664, USA",30.5815429688,-94.3789367676,,,,,,,open,false,,,United States,Western Ratsnake,Pantherophis obsoletus,Western Ratsnake,Reptilia,73888,,,,,Sciurus carolinensis,,,,
18326343,2018/11/11 4:09 PM HKT,2018-11-11,2018-11-11 08:09:00 UTC,Hong Kong,821755,manojsamuelgrg,Manoj Samuel Grg,2018-11-11 12:57:03 UTC,2022-11-07 06:28:20 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/18326343,https://inaturalist-open-data.s3.amazonaws.com/photos/28004374/medium.jpeg,,"",,4,0,false,,"Tuen Mun, Hong Kong",22.3945962084,113.9840570222,177,,,,177,,open,false,,,Hong Kong,Fowlea flavipunctatus,Fowlea flavipunctata,Yellow-Spotted Keelback,Reptilia,966797,Hoplobatrachus chinensis,,,,,,,,
18383468,2018/11/13 6:27 PM HST,2018-11-13,2018-11-14 04:27:00 UTC,Hawaii,21626,francisco3_,Francisco Farriols Sarabia,2018-11-14 01:24:50 UTC,2022-12-14 22:44:36 UTC,research,CC-BY,https://www.inaturalist.org/observations/18383468,https://inaturalist-open-data.s3.amazonaws.com/photos/28096174/medium.jpeg,,"","",8,0,false,,"Mazatlán, MX-SI, MX",23.299,-106.443,,,,,,,open,false,,,Mexico,West Mexican Coral Snake,Micrurus distans,West Mexican Coralsnake,Reptilia,30578,Rhinocheilus,,,,,,,,
18412595,Tue Oct 09 2018 09:36:10 GMT-0400 (EDT),2018-10-09,2018-10-09 13:36:10 UTC,Eastern Time (US & Canada),671530,rachelpotts,,2018-11-15 18:10:29 UTC,2022-02-12 16:02:29 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/18412595,https://inaturalist-open-data.s3.amazonaws.com/photos/28145520/medium.jpg,,"",Some sort of brown snake eating a squirrel. ,5,0,false,3,"748–798 W Ocean Acres Dr, Kill Devil Hills, NC, US",35.9894126311,-75.6674909542,24,,,,24,,open,false,,,United States,Eastern Rat Snake,Pantherophis alleghaniensis,Eastern Ratsnake,Reptilia,59644,Sciuridae,,,,,,,,
18413678,2018-11-15 3:16:29 pm GMT,2018-11-15,2018-11-15 15:16:29 UTC,UTC,760968,malawimo,,2018-11-15 19:28:41 UTC,2022-01-28 15:19:10 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/18413678,https://inaturalist-open-data.s3.amazonaws.com/photos/28147347/medium.jpeg,,"",,3,0,false,2,"Pendjari National Park, BP 32, Tanguiéta, Benin",11.1337080002,1.5366339684,,,,,,,open,false,gps,gps,Benin,Elegant Sand Racer,Psammophis elegans,Elegant Sand Racer,Reptilia,28986,Trachylepis perrotetii,,,,Trachylepis perrotetii,,,,
18419773,2018/06/26 7:03 PM EDT,2018-06-26,2018-06-26 23:03:00 UTC,Eastern Time (US & Canada),751958,jo_gagnon,Jonathan Gagnon,2018-11-16 01:16:06 UTC,2023-02-22 20:30:42 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/18419773,https://inaturalist-open-data.s3.amazonaws.com/photos/28157549/medium.jpg,,"",Couleuvre rayée mange une Grenouille des bois.,5,0,false,,"Rouyn-Noranda, QC, Canada",48.3814984332,-79.008994974,1,,,,1,,open,false,,,Canada,Common Garter Snake,Thamnophis sirtalis,Common Garter Snake,Reptilia,28362,Lithobates sylvaticus,,,,,,,,
18459533,2017/02/28 1:03 PM HST,2017-02-28,2017-02-28 12:03:00 UTC,Paris,1310790,brieuc-fertard,Brieuc Fertard,2018-11-17 23:23:12 UTC,2022-01-04 14:33:28 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/18459533,https://inaturalist-open-data.s3.amazonaws.com/photos/28224029/medium.jpg,,"",,5,0,false,,"District de Lembá, Sao Tomé-et-Principe",0.3147160565,6.5511176775,4,,,,4,,open,false,,,Sao Tome and Principe,São Tomé Wood Snake,Philothamnus thomensis,São Tomé Wood Snake,Reptilia,29072,Hemidactylus,,,,Hemidactylus,,,,
18470107,Wed Jul 29 2015 11:40:31 GMT+0200 (GMT+2),2015-07-29,2015-07-29 07:40:31 UTC,Pretoria,1168374,julioeiroa,Julio Eiroa - natureandphoto,2018-11-18 09:53:50 UTC,2023-01-08 18:49:29 UTC,research,,https://www.inaturalist.org/observations/18470107,https://static.inaturalist.org/photos/28241876/medium.jpg,,"",,9,0,false,3,"32750, Montederramo, Galiza, ES",42.326727684,-7.5398029919,609,,,,609,,,false,,,Spain,Iberian Grass Snake,Natrix astreptophora,Iberian Grass Snake,Reptilia,966781,Bufo spinosus,,,,,,,,
18530825,2018/03/31 4:44 PM CDT,2018-03-31,2018-03-31 21:44:00 UTC,Central Time (US & Canada),1289543,bradmoon,Brad Moon,2018-11-21 04:36:40 UTC,2022-08-14 22:37:03 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/18530825,https://static.inaturalist.org/photos/28347728/medium.jpg,,"Kisatchie National Forest, feeding, scavenging","This observation is for the cottonmouth eating a road-killed ribbon snake. The <a href=""https://www.inaturalist.org/observations/106419529"">ribbon snake has its own observation here</a>. ",11,0,false,,"Vernon, Louisiana, United States",30.9817916667,-93.146745,,,,,,,,false,,,United States,Northern Cottonmouth,Agkistrodon piscivorus,Northern Cottonmouth,Reptilia,904170,Thamnophis proximus,,,,Thamnophis proximus,,,,
18537865,Wed Nov 21 2018 11:02:37 GMT-0500 (EST),2018-11-21,2018-11-21 16:02:37 UTC,Eastern Time (US & Canada),877791,deersteps,,2018-11-21 16:10:51 UTC,2022-03-14 14:49:03 UTC,research,,https://www.inaturalist.org/observations/18537865,https://static.inaturalist.org/photos/28358908/medium.jpg,,"",,5,0,false,3,"Monroe County, US-FL, US",25.0909913242,-80.4514143407,111,,,,30003,,obscured,true,,,United States,Mangrove Salt Marsh Snake,Nerodia clarkii compressicauda,Mangrove Saltmarsh Snake,Reptilia,29325,,,,,,,,Actinopterygii,
18594071,Wed Nov 21 2018 14:28:26 GMT+0800 (GMT+8),2018-11-21,2018-11-21 06:28:26 UTC,Australia/Perth,1364932,cicinnurusfu,傅風鳥,2018-11-24 07:01:23 UTC,2023-03-07 11:14:30 UTC,research,,https://www.inaturalist.org/observations/18594071,https://static.inaturalist.org/photos/28455567/medium.jpg,,"",,4,0,false,3,"233, 烏來區, 新北市, TW",24.7583466667,121.5661,10,,,,10,,open,false,,,,Taiwan Keelback,Rhabdophis swinhonis,Taiwan Keelback,Reptilia,28832,Bufo bankorensis,,,,,,,,
18630850,2018/11/23 4:15 AM SAST,2018-11-23,2018-11-23 00:15:00 UTC,Pretoria,67590,wynand_uys,Wynand Uys,2018-11-25 20:08:05 UTC,2022-12-14 22:44:38 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/18630850,https://inaturalist-open-data.s3.amazonaws.com/photos/28516312/medium.jpeg,,"","Seen early morning outside my office front door, constricting a large gecko that, in turn,  had a grip on the snake.  Fortunately for the snake the gecko only had hold of a skin flap at the snake's throat, narrowly missing its trachea.
I placed an inverted basket over the pair so that the drama could play out undisturbed by foot traffic.
Later, when I removed the basket it was evident that the snake had prevailed. Only sign of the gecko was a lump in the snake. ",13,0,false,,"Mopani, South Africa",-24.4057143688,30.8131753305,61,,,,61,,open,false,,"",South Africa,Boaedon capensis,Boaedon capensis,Cape House Snake,Reptilia,539396,Chondrodactylus turneri,,,,Chondrodactylus turneri,,,,
18676963,2010/09/12 1:20 AM SST,2010-09-12,2010-09-12 12:20:00 UTC,Samoa,1365659,yuriydanilevsky,Юрий Данилевский (Yuriy Danilevsky),2018-11-27 18:22:46 UTC,2022-01-04 10:59:36 UTC,research,CC-BY,https://www.inaturalist.org/observations/18676963,https://inaturalist-open-data.s3.amazonaws.com/photos/28592355/medium.jpg,,"",Psammophis lineolatus catch young Trapelus sanguinolentus.,2,0,false,,"Кармакшинский район, Казахстан",45.597588793,63.2959484943,244,,,,244,,,false,,,Kazakhstan,Steppe Ribbon Racer,Psammophis lineolatus,Steppe Ribbon Racer,Reptilia,28977,,Trapelus sanguinolentus,,,,,,,
18711909,2018/06/05 12:11 AM HST,2018-06-05,2018-06-05 10:11:00 UTC,Hawaii,775541,cecilopperman,Cecil Clinton Opperman,2018-11-29 10:21:53 UTC,2023-01-06 23:07:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/18711909,https://inaturalist-open-data.s3.amazonaws.com/photos/28651552/medium.jpg,,"",Spotted Rock Snake Busy taking a nice lunch on a Bibron's Gecko. Nature playing its course.,6,0,false,,"Central Karoo DC, South Africa",-33.3615656037,21.4531457488,15,,,,15,,open,false,,,South Africa,Spotted Rock Snake,Alopecion guttatum,Spotted Rock Snake,Reptilia,1439531,,Chondrodactylus bibronii,,,,,,,
18715685,2018/09/08 4:53 PM -0400,2018-09-08,2018-09-08 19:53:00 UTC,Atlantic Time (Canada),1157654,mkeyma,,2018-11-29 16:28:25 UTC,2022-01-11 03:17:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/18715685,https://inaturalist-open-data.s3.amazonaws.com/photos/28658081/medium.jpeg,,"",,2,0,false,,"Seneca, SC, USA",34.6856555,-82.9532036,3713,,,,3713,,open,false,,,United States,Eastern Rat Snake,Pantherophis alleghaniensis,Eastern Ratsnake,Reptilia,59644,Aves,,,,,,,,
18795819,2018/12/03 7:30 AM IST,2018-12-03,2018-12-03 05:30:00 UTC,Jerusalem,1368715,rmenon,Ranjeet Menon,2018-12-03 06:26:44 UTC,2022-10-23 06:48:56 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/18795819,https://inaturalist-open-data.s3.amazonaws.com/photos/28789578/medium.jpeg,,"",Chequered Keelback swallowing a bull frog,3,0,false,,"Thrissur, Kerala, India",10.535139,76.1731683,,,,,,,,false,,,India,Fowlea piscator,Fowlea piscator,Chequered Keelback,Reptilia,966799,Dicroglossinae,,,,,,,,
18820897,2016/07/20 7:35 PM SST,2016-07-20,2016-07-20 06:35:00 UTC,Samoa,1376766,jessicatsai,Jyuan-Ru Jessica Tsai,2018-12-04 10:06:01 UTC,2023-03-15 02:01:55 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/18820897,https://inaturalist-open-data.s3.amazonaws.com/photos/28829111/medium.jpeg,,"",,2,0,false,,台灣台中市,24.3224148113,120.5533353756,57,,,,57,,,false,,,,Buff Striped Keelback,Amphiesma stolatum,Buff Striped Keelback,Reptilia,29832,Anura,,,,,,,,
18865265,2000/05/01 4:32 PM EDT,2000-05-01,2000-05-01 20:32:00 UTC,Eastern Time (US & Canada),987898,williamwisephoto,William Wise,2018-12-06 18:46:59 UTC,2022-01-07 06:26:33 UTC,research,,https://www.inaturalist.org/observations/18865265,https://static.inaturalist.org/photos/28904981/medium.jpg,,"wildlife, wildlife photography, williamwisephoto, nature, nature blog, nature journal","Spring, 2000. I stepped out of my apartment on the west side of Athens, Georgia one afternoon to find this three foot Eastern Black Ratsnake practically choking on a large bird (appears to be an American Robin). ",4,0,false,,"Athens, GA, USA",33.9650291936,-83.4392811893,1338,,,,1338,,open,false,,,United States,Eastern Rat Snake,Pantherophis alleghaniensis,Eastern Ratsnake,Reptilia,59644,,,,,Turdus migratorius,,,,
18872214,2016-05-31,2016-05-31,,Central Time (US & Canada),9570,mduran,Mike Duran,2018-12-07 02:33:46 UTC,2022-02-23 15:58:26 UTC,research,,https://www.inaturalist.org/observations/18872214,https://static.inaturalist.org/photos/28916600/medium.jpg,,"",coachwhip eating whiptail,6,0,false,,"Kerr County, US-TX, US",30.072434,-99.505648,83,,,,83,,open,false,,,United States,Western Coachwhip,Masticophis flagellum testaceus,Western Coachwhip,Reptilia,547192,Aspidoscelis gularis,,,,,,,,
18879890,Fri Dec 07 2018 09:58:12 GMT-0700 (MST),2018-12-07,2018-12-07 16:58:12 UTC,Mountain Time (US & Canada),1626,davidbygott,David Bygott,2018-12-07 17:16:39 UTC,2022-12-14 22:44:40 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/18879890,https://static.inaturalist.org/photos/28930662/medium.jpg,,"","A mystery - we saw the rear half of snake protruding from a hole. Established that it was dead and tried to pull it out, but it was firmly stuck. Dug it out and found it had died a few days ago with a half swallowed mouse in its throat. Weather has been mild so it didn’t freeze. No obvious injury to snake. Maybe it was just stuck in a tight space, or a stone collapsed on it and prevented it finishing the job?",7,0,false,3,"3057 N Gaia Pl, Tucson, AZ, US",32.262195,-111.0305471667,10,,,,10,,open,false,,,United States,Western Diamondback Rattlesnake,Crotalus atrox,Western Diamond-backed Rattlesnake,Reptilia,30764,,,,,,,Rodentia,,
18894529,2011/03/21 5:04 PM KST,2011-03-21,2011-03-21 08:04:00 UTC,Seoul,280,pintail,"Kim, Hyun-tae",2018-12-08 12:59:37 UTC,2022-04-17 21:53:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/18894529,https://inaturalist-open-data.s3.amazonaws.com/photos/28955685/medium.jpg,,"",Eating Rana coreana.,3,0,false,,대한민국 충청남도 서산시 인지면,36.710262813,126.4163603339,122,,,,122,,open,false,,,South Korea,Steppe Rat Snake,Elaphe dione,Steppe Ratsnake,Reptilia,30282,Rana coreana,,,,,,,,
18940841,2018-12-09 6:33:00 AM CST,2018-12-09,2018-12-09 06:33:00 UTC,UTC,806403,senordave,"",2018-12-10 16:10:02 UTC,2023-01-24 21:56:27 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/18940841,https://inaturalist-open-data.s3.amazonaws.com/photos/29036669/medium.jpeg,,"",Large snake (~1.5m) constricting a small black iguana. Snake species?,4,0,false,2,"Punta Mango Road 100, El Salvador",13.1703354433,-88.1908557191,349,,,,349,,open,false,,,El Salvador,Central American Lyresnake,Trimorphodon quadruplex,Central American Lyresnake,Reptilia,28273,Ctenosaura similis,,,,Ctenosaura similis,,,,
18979053,2015/07/25 12:56 PM UTC,2015-07-25,2015-07-25 12:56:00 UTC,UTC,1370516,chuslandeira,Jesús Landeira Alvarez-Cascos,2018-12-12 14:01:59 UTC,2022-01-04 09:30:12 UTC,research,,https://www.inaturalist.org/observations/18979053,https://static.inaturalist.org/photos/29098414/medium.jpg,,"",Jalandose un reoC,6,0,false,,"Brieves, Asturias, España",43.482950238,-6.4313577914,2,,,,2,,open,false,,,Spain,Viperine Snake,Natrix maura,Viperine Snake,Reptilia,29351,Salmo,,,,,,,,
18989658,2018/12/08 6:06 PM -03,2018-12-08,,Buenos Aires,428443,tapi45,HUGO DAVID CAVERZASI,2018-12-13 02:08:02 UTC,2022-03-12 05:52:20 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/18989658,https://inaturalist-open-data.s3.amazonaws.com/photos/29117064/medium.jpeg,,"",          ,5,0,false,,"San Justo, Córdoba, Argentina",-31.6968916667,-62.8068533333,,,,,,,open,false,,,Argentina,Culebra verde y amarilla,Erythrolamprus poecilogyrus,Yellow-bellied Liophis,Reptilia,539693,,Anura,,,,,,,
19003237,Thu Dec 13 2018 12:04:25 GMT-0500 (EST),2018-12-13,2018-12-13 17:04:25 UTC,Eastern Time (US & Canada),583599,vladeb,Brian Garrett,2018-12-13 22:55:20 UTC,2022-02-12 16:12:57 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/19003237,https://inaturalist-open-data.s3.amazonaws.com/photos/29140294/medium.jpg,,"",Bonus points for anybody who can ID the rodent.  My guess is a woodrat.  ,6,0,false,3,"9009–9067 W Indiantown Rd, Jupiter, FL, US",26.9369771536,-80.1750369914,66,,,,66,,open,false,,,United States,Southern Black Racer,Coluber constrictor priapus,Southern Black Racer,Reptilia,27140,,Rodentia,,,,,,,
19025781,2009/09/30,2009-09-30,,Hong Kong,1156638,alankwok,"Alan Kwok (King Lun), Ada Tai (Ah Heung)",2018-12-15 07:57:12 UTC,2023-03-07 11:35:12 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/19025781,https://inaturalist-open-data.s3.amazonaws.com/photos/29179356/medium.jpg,,"",https://youtu.be/0IBANupmSuM,6,0,false,,香港沙田,22.368923527,114.1970667068,379,,,,379,,,false,,,Hong Kong,Heller's Red-necked Keelback,Rhabdophis helleri,Heller's Red-necked Keelback,Reptilia,1337912,,Kaloula pulchra,,,,,,,
19155062,2018-10-22 5:51:15 PM CDT,2018-10-22,2018-10-22 22:51:15 UTC,Central Time (US & Canada),62164,a_monter,Alvaro Monter Pozos,2018-12-22 17:40:34 UTC,2022-08-01 17:24:24 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/19155062,https://inaturalist-open-data.s3.amazonaws.com/photos/29411416/medium.jpeg,,"",Culebra corredora observada tragando un sapo juvenil de la especie Rhinella horribilis,5,0,false,2,"Jáltipan, Ver., México",17.9815116928,-94.7025259584,33,,,,33,,open,false,gps,gps,Mexico,Speckled Racer,Drymobius margaritiferus,Speckled Racer,Reptilia,26835,Rhinella horribilis,,,,,,,,
19204852,Sun Jul 29 2018 13:28:16 GMT-0700 (PDT),2018-07-29,2018-07-29 20:28:16 UTC,Pacific Time (US & Canada),378762,cwaxwing,"",2018-12-25 01:20:12 UTC,2022-10-14 22:05:41 UTC,research,,https://www.inaturalist.org/observations/19204852,https://static.inaturalist.org/photos/29499073/medium.jpg,,"","Attempting to consume garden snail but was unable to dislodge contents. Was startled by the approach of my group of humans, Shook snail shell off head and darted into vegetation",7,0,false,3,"Bodega Head, Bodega Bay, CA, US",38.3026083333,-123.0621638333,5,,,,5,,open,false,,,United States,Coast Gartersnake,Thamnophis elegans terrestris,Coast Garter Snake,Reptilia,154386,,Cornu aspersum,,,,,,,
19248405,2018/12/12 9:22 AM CST,2018-12-12,2018-12-12 15:22:00 UTC,Central Time (US & Canada),669738,bryanguevara96,Bryan Leonardo Guevara,2018-12-27 13:20:18 UTC,2022-03-29 17:23:18 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/19248405,https://static.inaturalist.org/photos/29574100/medium.jpg,,"","",5,0,false,,"Guayas, Ecuador",-2.0588272928,-79.6547363075,992,,,,992,,open,false,,,Ecuador,Central American Boa,Boa imperator,Central American Boa,Reptilia,539399,,,,,,,Aves,,
19342721,2018-04-16 8:02:52 AM GMT-05:00,2018-04-16,2018-04-16 03:02:52 UTC,Ekaterinburg,1409023,alexzubieta,Alejandro Zubieta,2018-12-31 23:52:28 UTC,2022-12-14 22:44:45 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/19342721,https://inaturalist-open-data.s3.amazonaws.com/photos/29742690/medium.jpeg,,"",,7,0,false,2,"San Luis de la Paz, Gto., México",21.633513419,-100.2192378044,44,,,,44,,open,false,gps,gps,Mexico,Mexican Lyre Snake,Trimorphodon tau,Mexican Lyre Snake,Reptilia,28268,Sceloporus,,,,,,,,
19439327,Tue Dec 18 2018 06:01:30 GMT+0200 (GMT+2),2018-12-18,2018-12-18 04:01:30 UTC,Africa/Johannesburg,1118219,sakevwyk,,2019-01-05 10:35:24 UTC,2022-01-05 10:59:37 UTC,research,,https://www.inaturalist.org/observations/19439327,https://static.inaturalist.org/photos/29905337/medium.jpg,,"",DOR. Was busy feeding on a frog.,4,0,false,3,"Nkangala, , MP, ZA",-25.440895,30.0796805,344,,,,344,,open,false,,,South Africa,Common Brown Water Snake,Lycodonomorphus rufulus,Common Brown Water Snake,Reptilia,29536,Amietia delalandii,,,,,,,,
19460731,Sun Jan 06 2019 14:27:31 GMT+0800 (GMT+8),2019-01-06,2019-01-06 06:27:31 UTC,Perth,1109525,jschindler,,2019-01-06 06:29:14 UTC,2023-03-07 11:34:03 UTC,research,,https://www.inaturalist.org/observations/19460731,https://static.inaturalist.org/photos/29941503/medium.jpg,,"",,7,0,false,3,"Lantau Island, Lantau Island, New Territories, HK",22.26942,113.9871366667,5,,,,5,,,false,,,Hong Kong,Heller's Red-necked Keelback,Rhabdophis helleri,Heller's Red-necked Keelback,Reptilia,1337912,Duttaphrynus melanostictus,,,,,,,,
19535501,2010/07/07 10:34 AM HST,2010-07-07,2010-07-07 20:34:00 UTC,Hawaii,758510,mccreedy,Chris McCreedy,2019-01-09 18:16:38 UTC,2022-02-03 18:01:18 UTC,research,,https://www.inaturalist.org/observations/19535501,https://static.inaturalist.org/photos/30065525/medium.jpg,,"",Constricting a patchnose snake,7,0,false,,"La Paz County, AZ, USA",33.4990736329,-113.8783110055,61,,,,61,,open,false,,,United States,California King Snake,Lampropeltis californiae,California King Snake,Reptilia,146199,,Salvadora hexalepis,,,,,,,
19576702,2010/03/27 2:38 PM EDT,2010-03-27,2010-03-27 18:38:00 UTC,Eastern Time (US & Canada),777160,stevendaniel,Steven Daniel,2019-01-11 21:49:28 UTC,2023-03-23 12:12:57 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/19576702,https://static.inaturalist.org/photos/30135234/medium.jpg,,"","",3,0,false,,Tortuguero National Park,10.53759,-83.519521,3726,,,,3726,,open,false,,manual,Costa Rica,Green Vine Snake,Oxybelis fulgidus,Green Vine Snake,Reptilia,29178,,Passeriformes,,,Aves,,,,
19589943,Tue Jun 24 2014 15:42:13 GMT-0400 (EDT),2014-06-24,2014-06-24 19:42:13 UTC,Eastern Time (US & Canada),449354,bob15noble,"",2019-01-12 15:22:13 UTC,2023-02-01 16:43:02 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/19589943,https://inaturalist-open-data.s3.amazonaws.com/photos/30157644/medium.jpg,,"",,8,0,false,3,"20 Chickadee Cres, Brampton, ON, CA",43.7473954546,-79.8083501718,37,,,,37,,open,false,,,Canada,Eastern Milksnake,Lampropeltis triangulum,Eastern Milksnake,Reptilia,515419,Thamnophis sirtalis sirtalis,,,,Thamnophis sirtalis sirtalis,,,,
19593158,Fri Dec 21 2018 16:49:52 GMT+0200 (GMT+2),2018-12-21,2018-12-21 12:49:52 UTC,Pretoria,1118219,sakevwyk,,2019-01-12 18:41:26 UTC,2022-01-05 10:57:59 UTC,research,,https://www.inaturalist.org/observations/19593158,https://static.inaturalist.org/photos/30163320/medium.jpg,,"",Boaedon capensis attempted to eat Acanthocercus atricollis. But did not succeed. Acanthocercus atricollis was to big to swallow.,6,0,false,3,"Pretoria, , GP, ZA",-25.3589179937,28.5884541724,21,,,,21,,open,false,,,South Africa,Cape House Snake,Boaedon capensis,Cape House Snake,Reptilia,539396,,Acanthocercus atricollis,,,,,,,
19603056,Wed Aug 15 2018 23:05:00 GMT-0600 (MDT),2018-08-15,2018-08-16 05:05:00 UTC,Mountain Time (US & Canada),969542,chrissid24,,2019-01-13 01:43:53 UTC,2023-04-27 18:11:07 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/19603056,https://inaturalist-open-data.s3.amazonaws.com/photos/30180051/medium.jpg,,"","Milksnake predating on a Plains Black Headed Snake. Found on the side of the road, at about 11 P.M. roughly 75 F",11,0,false,3,"4200 Dillon Dr, Pueblo, CO, US",38.3133903276,-104.609969362,201,,,,201,,open,false,,,United States,Western Milksnake,Lampropeltis gentilis,Western Milksnake,Reptilia,515414,,Tantilla nigriceps,,,,,,,
19616291,2007/03/29 4:18 PM EDT,2007-03-29,2007-03-29 20:18:00 UTC,Eastern Time (US & Canada),777160,stevendaniel,Steven Daniel,2019-01-13 16:34:09 UTC,2023-03-23 12:12:57 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/19616291,https://static.inaturalist.org/photos/30201979/medium.jpg,,"","I think
eating clay-colored robin",4,0,false,,Mawamba Lodge,10.552519,-83.50768,133,,,,133,,open,false,,manual,Costa Rica,Green Vine Snake,Oxybelis fulgidus,Green Vine Snake,Reptilia,29178,Turdus grayi,,,,,,,,
19658459,2005/04/17 9:27 PM EDT,2005-04-17,2005-04-18 01:27:00 UTC,Eastern Time (US & Canada),777160,stevendaniel,Steven Daniel,2019-01-15 16:54:04 UTC,2023-03-23 12:12:57 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/19658459,https://static.inaturalist.org/photos/30275766/medium.jpg,,Leptodeira septentrionalis,eating frog https://www.inaturalist.org/observations/19658465,2,0,false,,La Cusinga Lodge,9.135511,-83.719915,177,,,,177,,,false,,manual,Costa Rica,Leptodeira ornata,Leptodeira ornata,Ornate Cat-eyed Snake,Reptilia,1250197,Craugastor,,,,,,,,
19674941,2011-07-15 6:40:38 PM GMT+04:00,2011-07-15,2011-07-15 14:40:38 UTC,Abu Dhabi,973677,denis_m,Denis Makhnovsky,2019-01-16 14:49:18 UTC,2022-01-04 05:12:00 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/19674941,https://inaturalist-open-data.s3.amazonaws.com/photos/30303380/medium.jpeg,,"",,3,1,false,2,Unnamed Road,45.4181190881,34.2842095345,5,,,,5,,open,false,gps,gps,Ukraine,grass snake,Natrix natrix,grass snake,Reptilia,966787,Pelophylax ridibundus,,,,,,,,
19707089,2017/02/04 11:37 AM SAST,2017-02-04,2017-02-04 09:37:00 UTC,Pretoria,1420898,tomaschipiriburuwate,Tomas Chipiri Buruwate,2019-01-18 11:04:29 UTC,2022-11-20 07:31:07 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/19707089,https://inaturalist-open-data.s3.amazonaws.com/photos/30359282/medium.jpeg,,"",,6,0,false,,"Mecula, Mozambique",-12.1758978402,38.0819717792,488,,,,488,,open,false,,,Mozambique,Thelotornis,Thelotornis,,Reptilia,28332,Aves,,,,Aves,,,,
19711732,2017/05/15 11:12 AM SAST,2017-05-15,2017-05-15 07:12:00 UTC,Pretoria,1420898,tomaschipiriburuwate,Tomas Chipiri Buruwate,2019-01-18 17:46:04 UTC,2022-01-04 14:34:17 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/19711732,https://inaturalist-open-data.s3.amazonaws.com/photos/30367529/medium.jpeg,,"",,3,0,false,,"Mecula, Mozambique",-12.1796955183,38.0834346139,244,,,,244,,open,false,,,Mozambique,Spotted Green Snake,Philothamnus punctatus,Spotted Green Snake,Reptilia,29074,Hemidactylus,,,,Hemidactylus,,,,
